adref,description,redirect_url,salary_is_predicted,created,latitude,title,id,longitude,__CLASS__,company.__CLASS__,company.display_name,location.display_name,location.area,location.__CLASS__,category.label,category.tag,category.__CLASS__,salary_min,contract_time,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzAwMzA0OSIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.USh1haFjXyjQNbt4gkd3_mJJ-dx444xtLG93zNUC8iw,"Job Description Job Description Company Description ADGA fournit une vision stratégique, une technologie de classe mondiale et un service d'excellence dans le domaine de la défense, de la sécurité et de l'informatique d'entreprise à des clients du gouvernement fédéral, d'autres niveaux de gouvernement et du secteur privé. Dans un monde dominé par la convergence, ADGA fournit l'expertise et l'innovation dont les organisations ont besoin pour rester sûres, efficaces et productives. Cela repose su…",https://www.adzuna.ca/details/5733003049?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:59:07Z,45.581149,Technicien junior de maintenance des systèmes de sécurité / Junior Security Systems Maintenance Tech,5733003049,-73.742893,Adzuna::API::Response::Job,Adzuna::API::Response::Company,ADGA Group Consultants Inc,"Laval, Laval region","['Canada', 'Québec', 'Laval region', 'Laval']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,part_time,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidVB4cUMzNVU4UkdCNjhYN20yVU9xUSIsImkiOiI1NzMzMDAyNDI1In0.SOQPPjWsXFjFJ-iwp_WB7Ca0F60SrwSndfCg4twj-ZQ,"Job Description Job Description About the company Our client, FLiiP, is reshaping the fitness industry through a cutting-edge, all-in-one SaaS platform built for commercial gyms and multi-location fitness operators. Their solution helps streamline operations, centralize communication, and significantly boost member retention. With more than $4M CAD in seed funding and as a participant in the Google for Startups Accelerator, FLiiP is experiencing rapid growth across North America. The role FLiiP…",https://www.adzuna.ca/details/5733002425?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:56:45Z,45.458603,Product Owner,5733002425,-73.467023,Adzuna::API::Response::Job,Adzuna::API::Response::Company,FLiiP,"Brossard, Champlain","['Canada', 'Québec', 'Montérégie', 'Champlain', 'Brossard']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzAwMjI2MSIsInMiOiJ1UHhxQzM1VThSR0I2OFg3bTJVT3FRIn0.6xNSVuKyUGkpL9pyReQzVi1vz6_z7HqOHl-D4IQp5WU,"Job Description Job Description Salary: Company overview Jesta I.S. is a leading supplier of ERP software for the apparel, footwear, and soft-goods industries. Our global client base includes many recognizable brands and continues to grow. We are seeking a Senior Application Support Analystto join our Customer Support team in Montreal. Position Summary The Senior Application Support Analystis an experienced member of the Customer Support team responsible for resolving complex L2 tickets, mentor…",https://www.adzuna.ca/details/5733002261?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:56:14Z,45.544959,Senior Application Support Analyst | Analyste senior en support applicatif,5733002261,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Jesta I.S.,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMzMDAxNzIxIn0.ELPfxqz8HIYtnPwZfNtXea_0AL5QfEilecqozeIeke4,"Job Description Job Description Company Description At Techo-Bloc, we are entrepreneurial and innovators at heart who love to roll up our sleeves, jump right in and get things done. We boast 9 cutting-edge manufacturing facilities, 13 distribution centers, and a dynamic team of over 900 employees located across 20 locations in North America. We have ambitious growth plans and a restless pursuit of excellence. We live to create, and we invest in great ideas. We take pride in offering a collabora…",https://www.adzuna.ca/details/5733001721?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:54:53Z,45.490563,"Senior Manager, Digital Platforms & E-Commerce",5733001721,-73.430404,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Techo-Bloc,"Saint-Hubert, Champlain","['Canada', 'Québec', 'Montérégie', 'Champlain', 'Saint-Hubert']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzAwMTU3NCIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.Chaz6NETL8Yjj2AnZ02AuXihgPtg1YNNpKUoloD-_U8,"Job Description Job Description Description de l'entreprise Talan est un groupe international de conseil et d’expertises technologiques qui accélère la transformation de ses clients par les leviers de l'innovation, la technologie et la data. Depuis plus de 20 ans, Talan conseille et accompagne les entreprises et les institutions publiques dans la mise en œuvre de leurs projets de transformation et d'innovation en France et à l'international. Présent sur 5 continents dans 20 pays, le Groupe, cer…",https://www.adzuna.ca/details/5733001574?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:54:39Z,45.544959,"Conseiller(ère) fonctionnel(le) finance, Microsoft BC | Functional Consultant finance, Microsoft BC",5733001574,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Talan,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMzMDAxNTMwIn0.pAwmn84ky2v7P5JGLREMszqRGb64ATxGtNz2V97UOhw,"Job Description Job Description:\n\nÀ propos de Mila Fondé par le professeur Yoshua Bengio de l'Université de Montréal, Mila rassemble des chercheurs spécialisés en intelligence artificielle et plus précisément en apprentissage automatique, apprentissage profond et apprentissage par renforcement. Reconnu mondialement pour ses importantes contributions au domaine de l'apprentissage profond, Mila s'est particulièrement distingué dans la modélisation du langage, la traduction automatique, la recon…",https://www.adzuna.ca/details/5733001530?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:54:25Z,45.544959,"Développeur.se principal.e, Applications IA (Sécurité) / Senior AI Dev (Safety)",5733001530,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Mila - Institut québécois d'intelligence artificielle,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMzMDAxMzQxIn0.R9EOw1RgnxW9TKfPJPpkF3Pw4HXKoie_62ozx5Fx_R8,"Job Description Job Description IT Systems Infrastructure Architect (REMOTE) Do you thrive in an environment that nurtures innovation, teamwork, and achievement? Embrace your passion for technology and analytical prowess as an IT Systems Infrastructure Architect. Be at the forefront of strategic IT solutions, collaborating with a dynamic team to elevate our clients' technological landscapes. In our client's workplace, they celebrate challenges as opportunities and empower our team members to ex…",https://www.adzuna.ca/details/5733001341?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:53:53Z,45.544959,IT Systems Infrastructures Architect,5733001341,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Targeted Talent,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,145600.0,,187200.0,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMzMDAwNDc5In0._Dzaz1P1JE90wMeqKR-lGd7ukpSs4O82Gp11yZthOmI,"Job Description Job Description Salary: (English will follow) Joignez-vous une entreprise base Montral qui aide les organisations du monde entier crer un parcours personnalis d'impact et d'panouissement pour leurs employs. Elle propose des solutions innovantes d'analyse de feedback parce que nous croyons que chaque exprience compte. Nous recherchons un architecte de solutions d'infrastructure d'exception, charg de concevoir et de mettre en uvre des infrastructures rseau complexes, principalemen…",https://www.adzuna.ca/details/5733000479?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:50:39Z,45.544959,Architecte de solutions d'infrastructure / Infrastructure Solution Architect,5733000479,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Explorance,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMzMDAwNDMwIn0.K7_Qt0oqPE1V4qsW6JHYOJN1JoAkReMKM9DDY_GklGA,"Job Description Job Description Scribendi is seeking a Senior Full-Stack Engineer to build AI-driven products that empower researchers worldwide. You will work across the full stack to deliver scalable, high-performance applications and help develop agentic AI systems and intelligent collaboration tools that accelerate scientific discovery. Strong engineers come in many forms, and this role involves a high degree of ownership, ambiguity, and high standards. If you are motivated by purpose, exci…",https://www.adzuna.ca/details/5733000430?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:50:21Z,45.544959,Senior Full Stack Developer,5733000430,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Scribendi,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMzMDAwMjQ5In0.QeHM8wSFuxhtWl_40HyaB_xd_J2QhCSDz9kZmTsjb9s,"Job Description Job Description Aperçu du poste : La grande famille Edge OS est responsable du développement d’un système d’exploitation ainsi que de services permettant la gestion à distance des appareils Cloudlink servant à déployer la prochaine génération de logiciels de sécurité physique de Genetec chez nos clients. Vous aurez comme objectif d’offrir des fonctionnalités en lien avec la gestion du cycle de vie de l’appareil (enrôlement, mise à jour, etc.), le déploiement d’applications et l’…",https://www.adzuna.ca/details/5733000249?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:48:50Z,45.544959,Développeur(euse) logiciel/Software Developer - Appliances Platform (Edge OS),5733000249,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Genetec,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjk5OTg4NSIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.UNSaX8ahkqEMyaa57KY5rEQmSlK6PjqdgPKFnCIKigc,"Job Description Job Description La dynamique de votre équipe : Notre groupe est responsable de la conception de la solution Security Center SaaS, une solution de sécurité physique unifiée déployée dans le cloud ou sous forme de solution hybride. Elle regroupe des fonctionnalités de contrôle d’accès, de gestion vidéo, d’investigation, de surveillance des intrusions, d’automatisation et de sécurité avancée. En tant que Product Owner – Access Control, vous serez responsable de la définition des sp…",https://www.adzuna.ca/details/5732999885?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:47:31Z,45.544959,Chef de produit / Product Owner - Contrôle d'accès / Access Control,5732999885,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Genetec,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMyOTk5ODc4In0.B02Pv9EJfskdZquIdDSpjeeSdRn2oWBV22-nXe-FpIc,"Job Description Job Description Vous ferez partie d’une équipe créative et dynamique qui exploite les technologies de rendu les plus récentes pour offrir un système visuel de pointe et introduire des fonctionnalités innovantes dans les produits de simulation. En tant que développeur en rendu expérimenté, vous apporterez votre expertise pour développer la prochaine génération de systèmes visuels haute fidélité et d’environnements synthétiques pour les simulateurs de vol. Le candidat idéal est pa…",https://www.adzuna.ca/details/5732999878?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:47:31Z,45.544959,Développeur Senior | Senior Software Developer- video games,5732999878,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Solution SFT,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMyOTk5NjQ1In0.OnRUqfOq11f0xc8w7yRNegbDvaOVeNVi7u9MmiGos0g,"Job Description Job Description Alteo is looking for a Director of IT Operations and Cybersecurity for a permanent position based in Montreal. Within a well established and fast growing company, you will play a key role leading the IT Operations and Cybersecurity. Reporting to the CFO, you will lead a small dedicated team responsible for maintaining the IT infrastructure, computer equipment, Help Desk support, and all data processing functions across multiple sites. You will also be instilling …",https://www.adzuna.ca/details/5732999645?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:46:37Z,45.544959,Director of IT Operations and Cybersecurity [4928],5732999645,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Alteo,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMyOTk5NDU5In0.zsTxNe0PdgFJ4iRxDUa-a7EzM7su0GOgzOtrKwhRMFc,"Job Description Job Description Description de l'entreprise Travailler chez Evident Evident Canada, une société du groupe Wabtec, est un chef de file mondial dans la fabrication d'équipements d'inspection innovants utilisés dans des applications industrielles et de recherche dans l'aérospatiale, la production d'énergie, la pétrochimie, les infrastructures civiles, l'industrie automobile et les produits de consommation. Evident offre une vaste gamme de logiciels et d’équipements dédiés à la déte…",https://www.adzuna.ca/details/5732999459?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:45:33Z,45.544959,Responsable d'équipe - Développeur web fullstack Sénior,5732999459,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Wabtec,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMyOTk5MzEyIn0.8AX-5wkNfZlLt5j8S1mWlx5UOxKrAnCgLUwXOg1jOpg,Job Description Job Description Salary: English follows propos de NorthStar NorthStar Ciel & Terre utilise les donnes des tlescopes optiques comme lments de base pour crer des services d'information adapts aux besoins et aux exigences des clients du gouvernement et de l'industrie. Le vaste portefeuille de dveloppement de NorthStar comprend la dynamique des orbites et les algorithmes d'apprentissage automatique pour une varit d'applications de sensibilisation au domaine spatial et de gestion du …,https://www.adzuna.ca/details/5732999312?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:44:42Z,45.544959,Dveloppeur Logiciel Backend/ Backend Software Developer,5732999312,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Northstar Earth and Space,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjk5OTExMyIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.cfsaaX8fwgCVJCXOu8-Vq5XMSDqD3gIW7AMnNx2-ygA,"Job Description Job Description La dynamique de votre équipe : Joignez-vous à une équipe passionnée qui travaille avec les toutes dernières technologies en développement logiciel. Voici quelques exemples des technologies utilisées dans le projet : Écosystème de micro-services écrits avec la dernière version C#/ ASP.NET Plusieurs bases de données NoSQL tel que MongoDB, ElasticSearch et Redis Interfaces utilisateurs développées en ReactJS avec : TypeScript, MaterialUI, ViteJS, Cypress, Tanstack C…",https://www.adzuna.ca/details/5732999113?utm_medium=api&utm_source=e90db681,0,2026-05-18T05:43:41Z,45.544959,Développeur(euse) logiciel / Software Developer - C#/Web,5732999113,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Genetec,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjc2ODI5MCIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.MCHxZ4BfQVVMaBuxC0hSxArfhX9wjvKhm9wlEcBzj-0,"Nous recherchons un Architecte de capteurs HVAC / CVC pour rejoindre notre équipe de Montréal. Cette personne sera la référence technique pour l'évaluation, la sélection et l'intégration des technologies de capteurs dans nos dispositifs intelligents, depuis les capteurs d'ambiance jusqu'aux plateformes de gaz. Le rôle relie la conception matérielle, la gestion des fournisseurs et l'intégration système et garantit la fiabilité, l'évolutivité et la performance des solutions de capteurs utilisées …",https://www.adzuna.ca/details/5732768290?utm_medium=api&utm_source=e90db681,0,2026-05-17T21:24:44Z,45.544959,Architecte de capteurs HVAC / CVC,5732768290,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Schneider Electric,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjc1ODQ4MyIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.Y73OsYX31-4bXiR1A3xjsu4EMwihxunYVvSfs7gwujk,"Bonjour ! Je mappelle Ines. Nous avons un petit garon de 10 mois, adorable et curieux, qui va la garderie mais reste parfois la maison. Jaimerais trouver une personne de confiance pour nous donner un coup de main de temps en temps, selon les besoins. Nhsitez pas me contacter, ce sera un plaisir dchanger ! //// English version Hi! My name is Ines. We have a sweet and curious 10-month-old baby boy who usually goes to daycare but sometimes stays home. Im looking for a trustworthy person to give us…",https://www.adzuna.ca/land/ad/5732758483?se=WvZQDH5U8RG9I4lbySjo0A&utm_medium=api&utm_source=e90db681&v=0E8F9E2A69B34DD6067C125AF393872F36B3EF1D,0,2026-05-17T20:32:52Z,45.544959,Babysitter wanted for childcare in Montreal,5732758483,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Sitly,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,37440.0,part_time,37440.0,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMyNjYzODA3In0.V7cKSInkUKyr8iKJF4STt7VvPLLUkMZVXtOvuoVGhM0,"Nous cherchons des auxiliaires parentales (nounou, garde d'enfant à domicile) pouvant se déplacer sur Laval-sur-le-Lac. Après partage de votre profil via notre site internet, vous pourrez être mis en contact avec les familles cherchant une garde d’enfant. Merci !",https://www.adzuna.ca/details/5732663807?utm_medium=api&utm_source=e90db681,0,2026-05-17T17:50:24Z,45.553279,"Cherchons nounou, garde d'enfant ou auxiliaire parentale à Laval-sur-le-Lac H7R",5732663807,-73.862367,Adzuna::API::Response::Job,Adzuna::API::Response::Company,topnanny.net,"Laval-Ouest, Laval","['Canada', 'Québec', 'Laval region', 'Laval', 'Laval-Ouest']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjY2MjU1MiIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.K7Qyjxinw6SEinskbUhucOEy8yei8Gzf3sF8FrcLjPw,"Company Name: PBS Systems Job Location: Remote - Montreal Area Job Type: Full-time, Permanent No. of Openings: 1 Internal Job Title: Bilingual Project Manager - Tier 1 Reports To: Team Lead, Project Management Job Requirement(s): Bilingual (FR-EN);Travel within North America approx. 2 weeks per month Version franÃ§aise ci-dessous ""PBS is the fastest growing ""All Inclusive Business Platform"" vendor in North America and we've only just begun!"" The Company: PBS has been transforming how people buy…",https://www.adzuna.ca/details/5732662552?utm_medium=api&utm_source=e90db681,0,2026-05-17T17:47:28Z,45.544959,(Montreal Remote) Bilingual Automotive Project Manager,5732662552,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Equest,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMyNjYxNTI1In0.wGQajMUG9IpJ3rj5i5H7A0ihLPV7d7QH2RQDByDF6zs,"Overview At KPMG in Canada, our people bring their unique perspectives to Canada's most important challenges. Here, you can build momentum that reaches beyond our business, develop skills for the future, and take ownership of your career with support at every stage. Join a firm where your career can make a difference. Due to growth and internal movement, we have an exciting opportunity for an IT End User Support (EUS) Manager to join KPMG's ITS team in Montreal. The role is primarily onsite and…",https://www.adzuna.ca/details/5732661525?utm_medium=api&utm_source=e90db681,0,2026-05-17T17:45:36Z,45.544959,IT End User Support Manager,5732661525,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,KPMG,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjYxMTAwNyIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.7N15ZEw2IUSSHHQi7xvQ8l2vCsaM7ArzGGxlj8K0SA8,"Description THE ORGANIZATIONAL SETTING The International Civil Aviation Organization (ICAO) sets international Standards and Recommended Practices (SARPs) for aviation safety, air navigation, security, and environmental protection. To that effect, ICAO is a knowledge-based organization engaged in the development of intellectual property. The Information and Communication Technology (ICT) Section, under the Bureau of Administration and Services (ADB), is a service provider that plans, acquires, …",https://www.adzuna.ca/details/5732611007?utm_medium=api&utm_source=e90db681,0,2026-05-17T16:53:18Z,45.544959,Business Intelligence (BI) Developer (2 posts),5732611007,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,United Nations Development Programme,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjYxMDcwOCIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.oJ8-N0ti1bpcQ-VyZD0IZujUfG5FqapDu10CfiiQ0Ms,"Overview English Text to follow French Nous recherchons un(e) Architecte de solutions cloud (CSA) possédant une solide expertise Modern Work, spécialisé(e) en Power Platform et en IA agentique basée sur Copilot, et passionné(e) par l’accompagnement des clients dans leur transformation des applications d’affaires, de l’automatisation intelligente et de l’IA sur la plateforme Microsoft.Il s’agit d’un rôle orienté client qui est responsable de la relation technique et de la stratégie technique ent…",https://www.adzuna.ca/details/5732610708?utm_medium=api&utm_source=e90db681,0,2026-05-17T16:53:06Z,45.544959,"Architecte de solutions cloud / Cloud Solution Architect - Copilot, Power Platform & Agentic AI",5732610708,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Microsoft,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV3ZaUURINVU4Ukc5STRsYnlTam8wQSIsImkiOiI1NzMyNjA5NTIyIn0.U15i2bboxyu_854mR_bZqDtQp4uues3Fit4VLdyMcCE,"En tant que personne dédiée au développement IA, tu contribues chaque jour à la création de solutions d'intelligence artificielle innovantes qui ont pour ambition de transformer concrètement la façon dont nos clients font des affaires. Tu fais le pont entre le développement logiciel et l'univers de l'IA, en concevant des systèmes agentiques, des pipelines RAG et des solutions exploitant les modèles les plus performants du marché. Ton enthousiasme pour l'IA et ta curiosité insatiable t'incitent …",https://www.adzuna.ca/details/5732609522?utm_medium=api&utm_source=e90db681,0,2026-05-17T16:52:13Z,45.544959,Développeur(euse) IA,5732609522,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Mirego,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjYwOTE3NiIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.90T9VdHKPVGqxjM6qBcaeWSUlAQ7Jrn_xT9KNpv9fcc,"Are you ready to dive into the world of cutting-edge video game development? Headquartered in Montreal, Behaviour Interactive is at the forefront of the gaming industry, crafting unforgettable experiences across PC, console, and mobile platforms. We’re a dynamic, independent studio of over 1200 passionate employees, with studios in Toronto (Behaviour Toronto), Rotterdam (Behaviour Rotterdam) and in the UK (Behaviour UK–North & South). Our day to day revolves around two core business focuses: Se…",https://www.adzuna.ca/details/5732609176?utm_medium=api&utm_source=e90db681,0,2026-05-17T16:51:56Z,45.544959,Gameplay Programmer - Blight:Survival | Programmeur·euse jouabilité - Blight:Survival,5732609176,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Behaviour Interactive,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjYwNjQ5MCIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0._7u3z_VyAD3iQbHL2nGT9aiivDR8ermgivGbZgGWKIw,"Position Description: Mode de travail: Hybride, 2 jours en présentiel Le Développeur sénior en ingénierie de plateforme de données jouera un rôle clé dans la conception, le développement, l'évolution et l'opérationnalisation d'une plateforme de données et analytiques basée sur Snowflake et le Cloud AWS. Il contribuera activement à la mise en place et à l'optimisation des mécanismes d'ingestion, de transformation et d'exposition des données, notamment via Apache NiFi, tout en soutenant l'équipe …",https://www.adzuna.ca/details/5732606490?utm_medium=api&utm_source=e90db681,0,2026-05-17T16:49:51Z,45.544959,Développeur sénior – Ingénierie de plateforme de données,5732606490,-73.588138,Adzuna::API::Response::Job,Adzuna::API::Response::Company,CGI,"Montréal, Québec","['Canada', 'Québec', 'Montréal']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,full_time,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjYwNTI2MSIsInMiOiJXdlpRREg1VThSRzlJNGxieVNqbzBBIn0.kCRi1_nXct-Nc_8CzIDv3Ylmz9OY2voy4UmLUfNQjFs,Langue requise : Français et anglais (bilingue requis) Heures de travail par semaine : 35 heures par semaine Type de poste : à distance / sur site : Mode hybride – 50 % en présentiel dans les bureaux de Montréal ou de la rive sud Durée de la mission en mois : Jusqu’au 31 janvier 2027 À propos du poste Nous recherchons un Conseiller senior en architecture de solutions numériques pour contribuer à des initiatives stratégiques au sein d’un environnement technologique complexe et en transformation.…,https://www.adzuna.ca/details/5732605261?utm_medium=api&utm_source=e90db681,0,2026-05-17T16:48:36Z,45.50687,Conseiller en architecture de solutions senior – numérique,5732605261,-73.56065,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Xideral,"Westmount, Montréal","['Canada', 'Québec', 'Montréal', 'Westmount']",Adzuna::API::Response::Location,IT Jobs,it-jobs,Adzuna::API::Response::Category,,,,contract
